case,seed,backend,step,reward,entropy,grad_norm,actor_update_ms_per_token,actor_update_seconds,whole_step_throughput
h200-tp1,42,triton,1,0.0,0.10072049498558044,0.0062495507299900055,0.04602864429889904,3.5119855600059964,264.4057622862619
h200-tp1,42,triton,2,0.0,0.1004197746515274,0.006295192986726761,0.018695492675319676,1.406274959037546,836.2600000796086
h200-tp1,42,triton,3,0.0,0.10227777063846588,0.006303241942077875,0.02127154172203839,1.5845596859580837,812.0510418831249
h200-tp1,42,triton,4,0.0,0.10528582334518433,0.00619739294052124,0.0185650637741863,1.431960499030538,986.6521782118249
h200-tp1,42,triton,5,0.0,0.10716794431209564,0.005618536379188299,0.01820284013606286,1.3663779919734225,1016.6189214159566
h200-tp1,42,triton,6,0.0,0.10684914141893387,0.005088230594992638,0.01854836075228174,1.3506916299811564,990.3441129115547
h200-tp1,42,triton,7,0.0,0.10734901577234268,0.004829404875636101,0.018407337151167016,1.387029669014737,655.1367957025047
h200-tp1,42,triton,8,0.0,0.1097075343132019,0.004622927866876125,0.019031930371036673,1.3855245310114697,939.3856172990918
h200-tp1,42,triton,9,0.0,0.11356309056282043,0.004640392493456602,0.018488294784978605,1.369760784029495,821.0525745038052
h200-tp1,42,triton,10,0.0,0.12398674339056015,0.004669716116040945,0.018671687108218232,1.4182266659918241,1025.644093332156
h200-tp1,42,triton,11,0.0,0.1290261596441269,0.004372760653495789,0.019117358243768447,1.428984294005204,949.7204712782076
h200-tp1,42,triton,12,0.0,0.12384715676307678,0.00422496534883976,0.018737239992171115,1.3798853019834496,996.2949757949741
h200-tp1,42,triton,13,0.0,0.14027348160743713,0.004442044533789158,0.018339262793975446,1.400459463999141,844.1633011365951
h200-tp1,42,triton,14,0.0,0.1327369660139084,0.004354517441242933,0.026473619922788183,1.9863686500466429,787.2267763041924
h200-tp1,42,triton,15,0.0,0.13666047155857086,0.0045502339489758015,0.02705670233036542,2.0688636869890615,668.234797471152
h200-tp1,42,triton,16,0.0,0.13395236432552338,0.004361660219728947,0.01893550469452492,1.4197841419954784,833.1156802104927
h200-tp1,42,triton,17,0.0,0.14425885677337646,0.004442108329385519,0.018836672358675522,1.405215757957194,826.5247355930727
h200-tp1,42,triton,18,0.0,0.1518656462430954,0.005338288843631744,0.024074864973162604,1.804362980008591,805.1007701938843
